IdList,name,Kingdom
105351,Aspergillus awamori,Fungi
5098,Monascus purpureus,Fungi
44271,Leishmania chagasi,
4841,Mucor racemosus,Fungi
10095,Mus sp.,
5553,Trichosporon beigelii,Fungi
34388,Trichophyton violaceum,Fungi
5501,Coccidioides immitis,Fungi
5062,Aspergillus oryzae,Fungi
86057,Fonsecaea compacta,Fungi
82519,Apiotrichum loubieri,Fungi
82522,Cutaneotrichosporon mucoides,Fungi
45594,Starmerella stellata,Fungi
29833,Hanseniaspora uvarum,Fungi
5533,Rhodotorula,Fungi
4943,Saccharomycopsis,Fungi
29907,Sporothrix,Fungi
545651,Sporothrix globosa,Fungi
402873,Sporothrix albicans,Fungi
5077,Penicillium citrinum,Fungi
5502,Curvularia,Fungi
55194,Malassezia furfur,Fungi
5506,Fusarium,
91928,Exophiala spinifera,Fungi
40559,Botrytis cinerea,Fungi
708069,Mucor fuscus,Fungi
12721,Human immunodeficiency virus,
92955,Goffeauzyma gastrica,Fungi
69893,Chrysosporium keratinophilum,Fungi
87101,Pichia sporocuriosa,Fungi
77020,Malassezia pachydermatis,Fungi
34384,Arthrodermataceae,Fungi
63417,Trichophyton verrucosum,Fungi
5660,Leishmania braziliensis,
5679,Leishmania panamensis,
121759,Paracoccidioides brasiliensis,Fungi
324740,Kregervanrija fluxuum,Fungi
1884637,Cryptococcus gattii species complex,Fungi
4751,Fungi,
1784,Mycobacterium simiae,Bacteria
1780,Mycobacterium malmoense,Bacteria
810,Chlamydia,Bacteria
5763,Naegleria fowleri,
186538,Zaire ebolavirus,
208964,Pseudomonas aeruginosa PAO1,Bacteria
654,Aeromonas veronii,Bacteria
47312,Tsukamurella pulmonis,Bacteria
3562,Spinacia oleracea,
